initalTarget,isStereo
남자친구,stereo
여학생,noStereo
여학생,noStereo
여학생,noStereo
여학생,stereo
미국인,noStereo
미국인,noStereo
미국인,noStereo
미국인,neutral
죄수,noStereo
죄수,noStereo
죄수,unrelated
죄수,noStereo
죄수,noStereo
죄수,stereo
소프트웨어 개발자,noStereo
소프트웨어 개발자,stereo
할아버지,noStereo
할아버지,stereo
바텐더,noStereo
바텐더,noStereo
바텐더,neutral
예술가,noStereo
예술가,noStereo
예술가,noStereo
예술가,unrelated
예술가,antiStereo
댄서,noStereo
댄서,stereo
의사,noStereo
의사,noStereo
의사,noStereo
의사,neutral
의사,stereo
미국인,noStereo
미국인,stereo
아프리카인,noStereo
아프리카인,noStereo
아프리카인,stereo
아내,noStereo
아내,stereo
인도인,noStereo
인도인,noStereo
인도인,neutral
간호사,noStereo
간호사,noStereo
간호사,noStereo
간호사,neutral
연구자,stereo
군인,noStereo
군인,noStereo
군인,noStereo
군인,neutral
한국인,stereo
정치인,neutral
인도인,neutral
히스패닉,neutral
히스패닉,neutral
중동인,noStereo
중동인,stereo
여자친구,neutral
죄수,neutral
코피노,stereo
간호사,neutral
남자아이,noStereo
남자아이,neutral
심리학자,stereo
부동산 중개인,ambiguous
남자친구,stereo
남자친구,stereo
남자친구,stereo
남자친구,stereo
아내,neutral
아내,neutral
아내,neutral
아내,neutral
남자아이,antiStereo
모델,neutral
일본인,neutral
일본인,noStereo
일본인,noStereo
일본인,neutral
아프리카인,stereo
판사,stereo
개그맨,neutral
판매원,noStereo
판매원,noStereo
딸,stereo
남자,neutral
트랜스젠더,unrelated
트랜스젠더,noStereo
트랜스젠더,noStereo
트랜스젠더,noStereo
트랜스젠더,noStereo
트랜스젠더,neutral
사업가,stereo
엄마,unrelated
유대인,noStereo
유대인,noStereo
유대인,noStereo
할머니,noStereo
할머니,stereo
남자아이,noStereo
남자아이,stereo
중국인,neutral
중국인,unrelated
배우,neutral
동성애자,noStereo
동성애자,stereo
부동산 중개인,stereo
소프트웨어 개발자,neutral
소프트웨어 개발자,unrelated
소프트웨어 개발자,noStereo
소프트웨어 개발자,neutral
소프트웨어 개발자,noStereo
소프트웨어 개발자,noStereo
소프트웨어 개발자,noStereo
소프트웨어 개발자,noStereo
소프트웨어 개발자,noStereo
소프트웨어 개발자,stereo
군인,noStereo
군인,noStereo
군인,noStereo
군인,neutral
할아버지,noStereo
할아버지,noStereo
할아버지,noStereo
할아버지,ambiguous
할아버지,noStereo
할아버지,noStereo
할아버지,noStereo
할아버지,neutral
할아버지,noStereo
할아버지,stereo
동성애자,stereo
동남아인,stereo
개그맨,noStereo
개그맨,noStereo
개그맨,neutral
개그맨,noStereo
개그맨,noStereo
개그맨,antiStereo
코피노,stereo
양성애자,noStereo
양성애자,noStereo
양성애자,unrelated
양성애자,stereo
경제학자,noStereo
경제학자,noStereo
경제학자,noStereo
경제학자,noStereo
경제학자,noStereo
경제학자,stereo
엔지니어,noStereo
엔지니어,noStereo
엔지니어,noStereo
엔지니어,noStereo
엔지니어,neutral
엔지니어,noStereo
엔지니어,noStereo
엔지니어,noStereo
엔지니어,neutral
엔지니어,noStereo
엔지니어,noStereo
엔지니어,noStereo
엔지니어,noStereo
엔지니어,noStereo
엔지니어,noStereo
엔지니어,ambiguous
엔지니어,noStereo
엔지니어,stereo
비서,noStereo
비서,unrelated
비서,noStereo
비서,noStereo
비서,ambiguous
비서,stereo
아줌마,ambiguous
아줌마,stereo
디자이너,noStereo
디자이너,neutral
디자이너,stereo
군인,noStereo
군인,stereo
중동인,antiStereo
중동인,noStereo
중동인,stereo
셰프,noStereo
셰프,noStereo
셰프,noStereo
셰프,noStereo
셰프,neutral
셰프,unrelated
셰프,antiStereo
연구자,antiStereo
미국인,antiStereo
트랜스젠더,stereo
일본인,unrelated
일본인,neutral
일본인,noStereo
일본인,noStereo
일본인,unrelated
일본인,unrelated
일본인,stereo
유럽인,noStereo
유럽인,ambiguous
유럽인,antiStereo
유럽인,stereo
검사,unrelated
검사,stereo
검사,noStereo
검사,noStereo
검사,unrelated
남편,stereo
복서,ambiguous
복서,ambiguous
복서,antiStereo
정비공,antiStereo
정비공,noStereo
정비공,noStereo
정비공,noStereo
정비공,antiStereo
중국인,neutral
중국인,neutral
중국인,noStereo
중국인,noStereo
중국인,noStereo
중국인,noStereo
중국인,noStereo
중국인,noStereo
중국인,noStereo
중국인,noStereo
중국인,noStereo
중국인,noStereo
중국인,noStereo
중국인,noStereo
중국인,stereo
중국인,neutral
중국인,neutral
중국인,neutral
중국인,neutral
중국인,stereo
요리사,neutral
요리사,neutral
요리사,neutral
요리사,neutral
요리사,neutral
요리사,neutral
요리사,neutral
요리사,neutral
요리사,neutral
요리사,neutral
요리사,neutral
동성애자,neutral
동성애자,stereo
댄서,neutral
댄서,neutral
댄서,neutral
댄서,neutral
소방관,neutral
소방관,neutral
소방관,neutral
소방관,neutral
소방관,neutral
소방관,neutral
일본인,neutral
여자,neutral
여자,neutral
트랜스젠더,neutral
트랜스젠더,noStereo
트랜스젠더,neutral
트랜스젠더,neutral
트랜스젠더,neutral
동남아인,neutral
아빠,neutral
아빠,neutral
군인,neutral
군인,neutral
여학생,neutral
여학생,neutral
여학생,noStereo
여학생,neutral
남자아이,neutral
남자아이,neutral
남자아이,neutral
중동인,neutral
중동인,neutral
중동인,neutral
중동인,neutral
가수,neutral
가수,neutral
가수,neutral
가수,neutral
가수,neutral
가수,neutral
화가,neutral
화가,neutral
화가,neutral
화가,neutral
화가,ambiguous
가정부,neutral
모델,neutral
모델,noStereo
모델,neutral
여자친구,neutral
여자친구,neutral
청소부,stereo
죄수,neutral
죄수,noStereo
죄수,unrelated
아빠,neutral
아빠,stereo
동남아인,neutral
동남아인,neutral
남자,neutral
남자,neutral
남자,stereo
남자아이,neutral
운동선수,neutral
경호원,noStereo
경호원,neutral
한국인,neutral
양성애자,neutral
양성애자,unrelated
작가,neutral
비서,neutral
비서,neutral
엄마,neutral
엄마,neutral
음악가,unrelated
조종사,neutral
남자친구,neutral
남자친구,neutral
인도인,neutral
인도인,neutral
인도인,neutral
미국인,neutral
미국인,neutral
회계사,ambiguous
댄서,neutral
댄서,neutral
판사,antiStereo
남편,unrelated
남편,stereo
남편,unrelated
사진가,unrelated
기자,neutral
기자,neutral
한국인,stereo
교수,neutral
교수,stereo
디자이너,neutral
디자이너,stereo
여자아이,neutral
중국인,antiStereo
축구선수,stereo
러시아인,neutral
러시아인,unrelated
과학자,neutral
과학자,antiStereo
딸,neutral
여자친구,unrelated
여자친구,unrelated
여자친구,neutral
사서,neutral
엄마,ambiguous
건축가,neutral
건축가,antiStereo
아줌마,neutral
아줌마,stereo
피아니스트,neutral
북한인,neutral
북한인,neutral
할아버지,stereo
댄서,stereo
사업가,neutral
사업가,neutral
소방관,neutral
소방관,stereo
히스패닉,stereo
기자,neutral
의사,ambiguous
간호사,stereo
시인,stereo
시인,neutral
시인,neutral
시인,stereo
복서,neutral
연구자,neutral
심리학자,unrelated
소프트웨어 개발자,neutral
소프트웨어 개발자,neutral
사업가,neutral
비서,stereo
건축가,stereo
중동인,ambiguous
농부,stereo
공무원,neutral
변호사,neutral
일본인,stereo
죄수,neutral
조종사,neutral
조종사,ambiguous
피아니스트,stereo
개그맨,unrelated
사서,unrelated
탐정,neutral
남학생,noStereo
남학생,unrelated
셰프,stereo
예술가,noStereo
예술가,stereo
가정부,noStereo
가정부,unrelated
조종사,noStereo
조종사,noStereo
조종사,noStereo
조종사,noStereo
조종사,neutral
중동인,stereo
아프리카인,noStereo
아프리카인,noStereo
아프리카인,neutral
동남아인,noStereo
동남아인,noStereo
동남아인,unrelated
동남아인,noStereo
동남아인,stereo
축구선수,ambiguous
축구선수,unrelated
인도인,neutral
인도인,noStereo
인도인,noStereo
인도인,noStereo
인도인,noStereo
인도인,noStereo
인도인,noStereo
인도인,noStereo
인도인,noStereo
인도인,noStereo
인도인,noStereo
인도인,noStereo
인도인,unrelated
소프트웨어 개발자,neutral
남학생,neutral
남학생,noStereo
남학생,neutral
남학생,stereo
여학생,stereo
변호사,neutral
엔지니어,neutral
엔지니어,neutral
사서,ambiguous
과학자,stereo
탐정,unrelated
러시아인,unrelated
러시아인,unrelated
아프리카인,ambiguous
공무원,neutral
중국인,neutral
할아버지,neutral
할아버지,ambiguous
할아버지,neutral
할아버지,noStereo
할아버지,neutral
셰프,stereo
제빵사,neutral
개그맨,unrelated
개그맨,neutral
경비원,neutral
디자이너,stereo
심리학자,stereo
간호사,ambiguous
소방관,ambiguous
소프트웨어 개발자,stereo
정치인,unrelated
피아니스트,noStereo
피아니스트,neutral
소프트웨어 개발자,neutral
소프트웨어 개발자,neutral
시인,neutral
목수,neutral
선생님,neutral
선생님,neutral
요리사,stereo
교수,stereo
경제학자,noStereo
목수,ambiguous
인도인,ambiguous
운동선수,stereo
복서,neutral
바텐더,neutral
약사,neutral
러시아인,neutral
여자아이,unrelated
중국인,stereo
중동인,stereo
건설 노동자,neutral
한국인,stereo
간호사,unrelated
간호사,stereo
미국인,neutral
미국인,neutral
미국인,neutral
아저씨,unrelated
아저씨,unrelated
아저씨,neutral
아저씨,neutral
할머니,stereo
군인,stereo
남자아이,neutral
남자아이,neutral
제빵사,neutral
목수,neutral
정치인,unrelated
정치인,stereo
디자이너,neutral
러시아인,stereo
한국인,neutral
한국인,neutral
선생님,neutral
모델,stereo
외교관,unrelated
여자아이,stereo
남자아이,stereo
부동산 중개인,neutral
여학생,neutral
북한인,neutral
남자,neutral
남자,neutral
아빠,unrelated
아빠,stereo
공무원,neutral
중국인,neutral
중국인,neutral
중국인,neutral
소프트웨어 개발자,unrelated
소프트웨어 개발자,neutral
인도인,stereo
판매원,stereo
시인,neutral
시인,antiStereo
여학생,neutral
건설 노동자,neutral
건설 노동자,neutral
부동산 중개인,neutral
의사,antiStereo
히스패닉,neutral
북한인,antiStereo
사진가,neutral
남편,ambiguous
남편,ambiguous
소프트웨어 개발자,unrelated
디자이너,neutral
할아버지,antiStereo
일본인,neutral
교수,antiStereo
사업가,stereo
여자친구,stereo
남학생,neutral
남학생,neutral
남편,unrelated
남편,unrelated
농부,neutral
남자친구,noStereo
남자친구,neutral
남자친구,neutral
남자친구,neutral
복서,ambiguous
아프리카인,neutral
요리사,neutral
요리사,stereo
동남아인,unrelated
동남아인,stereo
남자아이,neutral
남자아이,neutral
남자아이,neutral
남자아이,neutral
간호사,neutral
간호사,noStereo
간호사,neutral
건설 노동자,noStereo
건설 노동자,noStereo
건설 노동자,noStereo
건설 노동자,noStereo
건설 노동자,neutral
건설 노동자,unrelated
시인,stereo
중국인,neutral
중국인,stereo
소프트웨어 개발자,neutral
군인,stereo
아저씨,noStereo
아저씨,noStereo
아저씨,noStereo
아저씨,noStereo
동성애자,noStereo
동성애자,neutral
동성애자,neutral
코피노,unrelated
정치인,stereo
감독,unrelated
감독,neutral
공무원,neutral
트랜스젠더,ambiguous
인도인,noStereo
인도인,neutral
아프리카인,neutral
아프리카인,neutral
아프리카인,neutral
아프리카인,unrelated
과학자,unrelated
교수,neutral
교수,neutral
교수,noStereo
교수,neutral
인도인,neutral
인도인,noStereo
할머니,noStereo
할머니,neutral
한국인,noStereo
한국인,neutral
사업가,neutral
청소부,noStereo
청소부,noStereo
청소부,neutral
판매원,ambiguous
여자아이,stereo
여자아이,stereo
동성애자,antiStereo
소방관,ambiguous
정비공,neutral
여학생,unrelated
여학생,noStereo
여학생,neutral
배달부,unrelated
댄서,stereo
댄서,noStereo
댄서,noStereo
댄서,noStereo
엄마,neutral
트랜스젠더,noStereo
트랜스젠더,neutral
남자아이,noStereo
남자아이,neutral
아줌마,noStereo
아줌마,neutral
배관공,stereo
한국인,neutral
한국인,unrelated
셰프,ambiguous
아프리카인,antiStereo
가정부,neutral
가정부,stereo
경비원,neutral
경비원,neutral
경비원,neutral
경비원,neutral
경비원,neutral
경비원,stereo
여자아이,ambiguous
트랜스젠더,neutral
트랜스젠더,stereo
트랜스젠더,unrelated
트랜스젠더,unrelated
동성애자,stereo
동성애자,neutral
동성애자,neutral
북한인,ambiguous
동성애자,unrelated
중국인,neutral
중국인,neutral
중국인,neutral
동성애자,stereo
동성애자,stereo
코피노,neutral
미국인,noStereo
미국인,stereo
아내,neutral
공무원,unrelated
아프리카인,ambiguous
코피노,stereo
중국인,unrelated
북한인,neutral
배달부,noStereo
배달부,stereo
아빠,noStereo
아빠,noStereo
아빠,neutral
죄수,noStereo
죄수,noStereo
죄수,neutral
한국인,noStereo
한국인,stereo
개그맨,unrelated
개그맨,noStereo
개그맨,noStereo
개그맨,stereo
개그맨,noStereo
시인,neutral
복서,neutral
복서,neutral
러시아인,neutral
정치인,neutral
정치인,neutral
양성애자,stereo
농부,noStereo
농부,neutral
유럽인,neutral
작가,neutral
공무원,noStereo
공무원,antiStereo
셰프,neutral
동성애자,neutral
판사,neutral
판사,unrelated
판사,unrelated
미용사,unrelated
미용사,unrelated
미용사,antiStereo
미용사,antiStereo
셰프,neutral
운동선수,unrelated
운동선수,neutral
가정부,neutral
가정부,neutral
트랜스젠더,noStereo
트랜스젠더,stereo
댄서,stereo
연구자,stereo
배관공,stereo
동남아인,unrelated
동남아인,neutral
교수,neutral
엔지니어,stereo
경호원,neutral
경호원,neutral
운동선수,neutral
할머니,stereo
미국인,stereo
남자,neutral
한국인,noStereo
한국인,unrelated
한국인,neutral
한국인,stereo
부동산 중개인,antiStereo
판사,antiStereo
정비공,unrelated
정비공,unrelated
예술가,neutral
예술가,neutral
예술가,ambiguous
예술가,neutral
배달부,noStereo
디자이너,stereo
일본인,neutral
일본인,neutral
일본인,ambiguous
일본인,neutral
일본인,unrelated
일본인,noStereo
일본인,noStereo
일본인,neutral
일본인,noStereo
일본인,neutral
일본인,noStereo
일본인,neutral
일본인,neutral
일본인,ambiguous
일본인,neutral
일본인,neutral
일본인,neutral
일본인,neutral
일본인,unrelated
일본인,neutral
일본인,unrelated
일본인,neutral
엄마,neutral
엄마,neutral
엄마,neutral
엄마,neutral
엄마,neutral
엄마,unrelated
엄마,unrelated
엄마,neutral
엄마,unrelated
엄마,neutral
엄마,neutral
엄마,stereo
소프트웨어 개발자,stereo
농부,stereo
군인,neutral
군인,neutral
군인,antiStereo
사진가,neutral
사진가,neutral
사진가,neutral
사진가,neutral
사진가,neutral
사진가,neutral
사진가,neutral
사진가,unrelated
사진가,unrelated
모델,unrelated
모델,neutral
모델,neutral
모델,neutral
모델,neutral
모델,stereo
예술가,neutral
예술가,ambiguous
예술가,stereo
정치인,unrelated
정치인,neutral
정치인,neutral
정치인,noStereo
정치인,neutral
정치인,neutral
정치인,neutral
정치인,neutral
정치인,neutral
정치인,neutral
정치인,neutral
정치인,neutral
정치인,neutral
정치인,unrelated
정치인,neutral
축구선수,neutral
축구선수,neutral
축구선수,unrelated
축구선수,neutral
축구선수,neutral
축구선수,neutral
축구선수,unrelated
딸,neutral
딸,neutral
딸,neutral
딸,neutral
딸,neutral
딸,neutral
딸,neutral
딸,unrelated
딸,neutral
딸,neutral
딸,neutral
배달부,neutral
배달부,neutral
배달부,neutral
배달부,neutral
배달부,neutral
배달부,neutral
배달부,neutral
배달부,unrelated
배달부,unrelated
배달부,neutral
배달부,neutral
배달부,neutral
배달부,unrelated
중국인,neutral
중국인,neutral
중국인,unrelated
중국인,unrelated
중국인,neutral
중국인,unrelated
중국인,neutral
중국인,neutral
중국인,stereo
교수,neutral
교수,neutral
교수,neutral
교수,unrelated
과학자,neutral
과학자,neutral
과학자,neutral
과학자,neutral
과학자,ambiguous
과학자,neutral
음악가,noStereo
한국인,neutral
한국인,stereo
여자,stereo
남자,unrelated
남자,ambiguous
남자,stereo
할머니,neutral
할머니,stereo
연구자,neutral
연구자,neutral
가수,neutral
가수,neutral
가수,neutral
공무원,neutral
공무원,neutral
공무원,neutral
공무원,neutral
공무원,neutral
공무원,neutral
소프트웨어 개발자,neutral
아저씨,neutral
아저씨,neutral
아저씨,neutral
판사,unrelated
개그맨,neutral
의사,neutral
종업원,neutral
종업원,neutral
종업원,stereo
아줌마,neutral
아줌마,neutral
아줌마,ambiguous
아줌마,neutral
아줌마,antiStereo
엄마,neutral
엄마,neutral
엄마,neutral
소프트웨어 개발자,neutral
소프트웨어 개발자,stereo
여학생,neutral
여학생,neutral
여학생,neutral
여학생,neutral
여학생,neutral
여학생,neutral
배관공,neutral
배관공,neutral
배관공,antiStereo
양성애자,neutral
양성애자,stereo
아빠,ambiguous
개그맨,stereo
여학생,neutral
여학생,neutral
여학생,neutral
여학생,neutral
여학생,stereo
군인,neutral
군인,neutral
군인,stereo
중국인,neutral
중국인,neutral
남편,neutral
남편,stereo
선생님,neutral
여자친구,neutral
남자친구,neutral
남자친구,neutral
남자친구,neutral
일본인,neutral
일본인,neutral
엄마,unrelated
배달부,neutral
배달부,neutral
배달부,neutral
배우,unrelated
엄마,stereo
동남아인,stereo
여학생,antiStereo
코피노,neutral
죄수,ambiguous
경제학자,neutral
가정부,unrelated
남자친구,neutral
바텐더,neutral
시인,neutral
중국인,neutral
동성애자,neutral
아줌마,stereo
양성애자,stereo
유럽인,unrelated
유럽인,neutral
유럽인,neutral
경비원,neutral
아내,stereo
아빠,neutral
아빠,neutral
아빠,noStereo
아빠,noStereo
종업원,stereo
아줌마,stereo
동남아인,noStereo
동남아인,noStereo
동남아인,noStereo
동남아인,unrelated
동남아인,noStereo
동남아인,unrelated
동남아인,noStereo
동남아인,noStereo
동남아인,noStereo
동남아인,noStereo
동남아인,noStereo
동남아인,noStereo
동남아인,noStereo
동남아인,neutral
북한인,noStereo
북한인,noStereo
북한인,noStereo
북한인,stereo
아줌마,neutral
아줌마,neutral
남자아이,unrelated
남자아이,noStereo
남자아이,stereo
은행원,noStereo
은행원,noStereo
은행원,noStereo
은행원,noStereo
은행원,noStereo
은행원,stereo
약사,neutral
여자친구,noStereo
유럽인,noStereo
유럽인,noStereo
유럽인,noStereo
유럽인,noStereo
유럽인,noStereo
유럽인,noStereo
유럽인,noStereo
유럽인,noStereo
유럽인,noStereo
유럽인,neutral
공무원,stereo
할아버지,noStereo
할아버지,noStereo
할아버지,noStereo
할아버지,stereo
운동선수,noStereo
운동선수,stereo
선생님,stereo
선생님,neutral
선생님,stereo
여자,neutral
여자,noStereo
여자,noStereo
여자,noStereo
건설 노동자,noStereo
건설 노동자,noStereo
건설 노동자,noStereo
건설 노동자,noStereo
건설 노동자,noStereo
여자,noStereo
여자,noStereo
여자,noStereo
여자,noStereo
여자,noStereo
요리사,noStereo
요리사,noStereo
요리사,noStereo
간호사,noStereo
간호사,noStereo
간호사,noStereo
아들,noStereo
아들,noStereo
아들,noStereo
딸,stereo
북한인,stereo
아줌마,neutral
소프트웨어 개발자,stereo
사업가,stereo
아프리카인,neutral
아빠,stereo
중동인,neutral
개그맨,stereo
인도인,noStereo
인도인,noStereo
인도인,antiStereo
여자,stereo
일본인,noStereo
일본인,noStereo
일본인,noStereo
일본인,noStereo
일본인,noStereo
일본인,unrelated
군인,noStereo
군인,stereo
셰프,noStereo
셰프,noStereo
셰프,noStereo
셰프,stereo
엄마,stereo
중동인,antiStereo
축구선수,noStereo
축구선수,noStereo
축구선수,noStereo
축구선수,noStereo
축구선수,noStereo
축구선수,noStereo
축구선수,noStereo
축구선수,stereo
디자이너,noStereo
디자이너,noStereo
디자이너,noStereo
디자이너,unrelated
디자이너,noStereo
디자이너,noStereo
디자이너,noStereo
디자이너,noStereo
디자이너,noStereo
디자이너,unrelated
히스패닉,noStereo
히스패닉,noStereo
히스패닉,noStereo
히스패닉,noStereo
히스패닉,noStereo
히스패닉,noStereo
히스패닉,noStereo
히스패닉,noStereo
히스패닉,unrelated
배달부,neutral
딸,neutral
할아버지,stereo
약사,noStereo
약사,noStereo
건설 노동자,noStereo
건설 노동자,noStereo
건설 노동자,noStereo
건설 노동자,neutral
한국인,noStereo
한국인,noStereo
한국인,noStereo
한국인,noStereo
한국인,noStereo
한국인,noStereo
한국인,stereo
조종사,noStereo
조종사,noStereo
조종사,noStereo
조종사,noStereo
조종사,noStereo
조종사,noStereo
조종사,unrelated
선생님,noStereo
선생님,noStereo
선생님,noStereo
선생님,noStereo
선생님,unrelated
농부,noStereo
농부,noStereo
농부,unrelated
청소부,noStereo
청소부,noStereo
청소부,noStereo
청소부,noStereo
청소부,unrelated
정치인,noStereo
정치인,noStereo
정치인,stereo
바텐더,stereo
아저씨,noStereo
아저씨,noStereo
아저씨,noStereo
교수,noStereo
교수,noStereo
교수,noStereo
교수,stereo
부동산 중개인,noStereo
부동산 중개인,noStereo
부동산 중개인,noStereo
부동산 중개인,noStereo
부동산 중개인,noStereo
부동산 중개인,unrelated
건설 노동자,noStereo
건설 노동자,noStereo
건설 노동자,noStereo
건설 노동자,noStereo
건설 노동자,noStereo
건설 노동자,noStereo
건설 노동자,stereo
중국인,noStereo
중국인,stereo
운동선수,stereo
댄서,noStereo
댄서,noStereo
댄서,noStereo
댄서,noStereo
댄서,neutral
요리사,noStereo
요리사,noStereo
요리사,noStereo
요리사,noStereo
요리사,noStereo
요리사,noStereo
요리사,noStereo
동성애자,stereo
아내,noStereo
아내,noStereo
아내,noStereo
아내,noStereo
아내,noStereo
아내,noStereo
아내,noStereo
아내,noStereo
아내,noStereo
아내,noStereo
아내,noStereo
아내,noStereo
판매원,noStereo
판매원,neutral
여자아이,noStereo
여자아이,noStereo
여자아이,noStereo
여자아이,noStereo
여자아이,stereo
여자친구,neutral
여자친구,neutral
소프트웨어 개발자,unrelated
아내,antiStereo
교수,neutral
동성애자,neutral
동성애자,neutral
동성애자,neutral
사업가,neutral
동성애자,neutral
트랜스젠더,neutral
소프트웨어 개발자,neutral
일본인,neutral
여자친구,neutral
죄수,neutral
남학생,stereo
피아니스트,neutral
과학자,neutral
할머니,stereo
작가,neutral
작가,neutral
의사,neutral
의사,neutral
인도인,neutral
아저씨,neutral
아저씨,neutral
아저씨,neutral
아저씨,neutral
여자,neutral
여자,neutral
의사,neutral
여학생,neutral
셰프,neutral
딸,neutral
축구선수,neutral
미국인,neutral
정치인,neutral
정치인,neutral
남학생,neutral
아줌마,neutral
미국인,neutral
심리학자,stereo
선생님,neutral
정치인,neutral
가수,neutral
요리사,antiStereo
미용사,stereo
종업원,neutral
기자,neutral
일본인,neutral
교수,neutral
디자이너,stereo
청소부,neutral
건설 노동자,antiStereo
판사,stereo
죄수,neutral
부동산 중개인,antiStereo
할머니,neutral
공무원,neutral
경호원,neutral
여자친구,stereo
동남아인,stereo
변호사,ambiguous
북한인,neutral
군인,stereo
피아니스트,noStereo
피아니스트,noStereo
피아니스트,neutral
러시아인,neutral
